Monitoring-Site	Remote-Site	?	Aug2013	Jul2013	Jun2013	May2013	Apr2013	Mar2013	Feb2013	Jan2013	Dec2012	Nov2012	Oct2012	Sep2012	Aug2012	Jul2012	Jun2012	May2012	Apr2012	Mar2012	Feb2012	Jan2012	Dec2011	Nov2011	Oct2011	Sep2011	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
PK.PERNKHIPOP.EDU.N2	KE.SWIFTKENYA.COM.N1	?B	301.723	297.52	294.025	286.358	327.521	353.575	303.166	299.065	314.377	312.109	326.457	320.263	297.174	307.229	314.873	297.157	315.418	316.302	329.512	320.455	337.16	315.692	315.207	330.645	pingerkhi.pern.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
PK.NEDUET.EDU.N1	AU.AARNET.PERTH.NET	?B	140.094	232.944	155.967	155.356	254.242	312.056	320.058	371.408	339.684	338.554	355.551	496.332	486.321	421.64	483.066	325.332	401.702	489.2	491.64	488.017	494.056	492.712	494.993	488.775	npm.neduet.edu.pk	PK	South_Asia	per-a-ext1.aarnet.net.au	AU	Oceania
CH.CERN.N20	HU.KFKI.N1	?B	22.715	25.218	31.176	32.713	29.253	25.138	24.375	24.665	25.552	27.993	26.193	26.387	26.112	27.037	30.36	30.17	0	30.474	25.89	26.182	25.808	25.544	25.526	25.741	pinger.cern.ch	CH	Europe	ping.rmki.kfki.hu	HU	Europe
PK.PERNKHIPOP.EDU.N2	AU.AARNET.ADELAIDE.N1	?B	364.952	410.594	353.662	194.281	244.488	369.769	376.813	347.717	334.704	338.718	347.144	467.537	466.331	452.33	453.809	384.681	419.877	461.991	466.35	158.769	159.711	161.649	163.08	160.997	pingerkhi.pern.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
PK.NUISB.SEECS.EDU	PK.AIOU.EDU.N2	?M	0	0.618	0.624	0.614	0.678	0.619	0.624	0.622	0.622	0.625	0.652	0.649	0.649	0.618	0.937	0.912	0.727	0.728	0.731	0.734	0.727	0.957	0.922	1.388	nuisb.seecs.edu.pk	PK	South_Asia	pinger.aiou.edu.pk	PK	South_Asia
PK.NEDUET.EDU.N1	LS.LESOTHO.GOV.N1	?B	323.743	331.986	336.153	338.397	324.243	302.623	321.614	337.373	325.854	299.791	302.539	298.45	286.213	319.676	333.264	357.75	351.952	363.185	361.878	372.004	420.679	382.845	377.498	353.879	npm.neduet.edu.pk	PK	South_Asia	www.lesotho.gov.ls	LS	Africa
BR.ACMESECURITY.ORG	UY.FISICA.EDU.N1	?B	102.767	148.22	145.212	117.626	136.812	126.947	169.355	103.749	104.322	119.101	130.281	110.557	99.848	100.544	97.839	120.492	276.627	0	0	110.906	100.314	116.754	115.189	164.657	pinger.acmesecurity.org	ORG	Latin_America	www.fisica.edu.uy	UY	Latin_America
ZA.TENET.AC.N1	BJ.ORG.UAC.REFER.N1	?r	352.807	342.28	340.712	346.229	361.31	353.388	344.908	391.007	397.043	345.687	491.589	368.495	394.149	405.272	372.405	364.655	374.435	397.252	389.938	494.121	602.56	653.691	596.886	446.136	brunsvigia.tenet.ac.za	ZA	Africa	www.uac.bj.refer.org	ORG	Africa
PK.PINGERQTA.PERN.EDU.N2	PK.AIOU.EDU.N2	?M	0	32.448	37.456	38.815	37.671	39.414	39.155	39.899	39.596	40.218	41.298	46.607	0	41.897	40.93	42.273	42.14	52.717	39.548	45.116	40.356	40.633	44.755	39.842	pingerqta.pern.edu.pk	PK	South_Asia	pinger.aiou.edu.pk	PK	South_Asia
JO.SESAME.ORG.N1	NP.NREN.NET.N2	?B	388.021	388.56	377.105	343.242	359.701	440.098	413.637	337.702	362.767	418.798	552.125	538.462	0	372.719	377.65	388	0	514.317	431.922	437.625	458.111	440.883	431.542	314.516	pinger.sesame.org.jo	JO	Middle_East	www.nren.net.np	NP	South_Asia
EDU.SLAC.STANFORD.N3	AE.ADACH.N1	?r	294.595	287.907	265.509	261.107	265.999	275.241	268.459	276.56	278.671	286.172	296.954	286.924	300.247	301.894	300.999	304.492	277.703	275.217	274.752	278.794	285.904	297.112	293.8	0	pinger.slac.stanford.edu	EDU	North_America	www.adach.ae	AE	Middle_East
JP.RIKEN.N3	PK.SIRSYED.SSUET.EDU.N1	?r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ping.riken.jp	JP	East_Asia	sirsyed.ssuet.edu.pk	PK	South_Asia
EDU.SLAC.STANFORD.N3	NZ.SPEEDTEST.WXNZ.NET.N1	?r	128.699	128.209	129.764	128.591	130.243	128.725	128.77	128.585	128.907	128.426	128.343	132.298	138.112	148.064	154.898	154.316	137.292	127.917	127.467	127.877	127.975	127.68	127.859	127.389	pinger.slac.stanford.edu	EDU	North_America	speedtest.wxnz.net	NET	Oceania
PK.PINGERKHI-CPSP.PERN.EDU	KZ.KAZRENA.N1	?B	240.423	231.696	225.618	235.592	285.807	281.227	247.038	245.05	246.521	243.776	243.593	234.51	222.875	229.011	221.608	225.37	230.082	234.604	233.779	234.111	255.03	254.154	266.082	266.451	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.kazrena.kz	KZ	Central_Asia
JP.RIKEN.N3	IS.RHNET.N1	?r	298.766	298.552	298.554	298.713	298.844	298.711	298.627	297.142	297.171	281.901	278.547	277.179	277.591	277.641	277.428	277.423	277.234	278.538	277.901	277.211	277.291	277.398	278.655	277.28	ping.riken.jp	JP	East_Asia	ping.rhnet.is	IS	Europe
PK.PERNKHIPOP.EDU.N2	PK.NUML.EDU	?M	0	30.548	31.856	30.849	27.261	24.748	24.838	25.597	25.235	25.371	25.349	25.52	26.885	27.573	25.084	26.439	25.445	27.664	26.841	27.75	25.795	26.386	27.109	29.193	pingerkhi.pern.edu.pk	PK	South_Asia	pinger.numl.edu.pk	PK	South_Asia
PK.PERNFSBDPOP.EDU.N1	PA.EDU.INSTITUTOKILPATRICK.N1	?B	372.631	351.416	366.839	361.569	0	0	0	360.564	337.146	337.262	317.508	307.6	290.439	289.681	305.822	306.382	325.79	331.605	339.885	326.827	332.006	332.993	330.031	334.671	pingerfsbd.pern.edu.pk	PK	South_Asia	institutokilpatrick.edu.pa	PA	Latin_America
PK.QUEST.SEECS.EDU	MX.UIA.N1	?B	266.143	266.499	270.464	268.152	298.576	335.966	314.2	289.772	291.797	331.217	295.512	0	0	284.354	318.635	304.212	322.378	299.346	343.674	319.13	305.294	303.971	328.289	371.78	quest.seecs.edu.pk	PK	South_Asia	www.uia.mx	MX	Latin_America
PK.PINGERQTA.PERN.EDU.N2	PK.UPESH.EDU.N2	?M	43.144	34.921	39.688	42.162	43.004	44.385	44.724	44.779	45.749	46.167	44.821	43.75	0	43.794	39.862	41.798	40.864	40.148	43.035	44.683	42.332	42.767	46.824	40.484	pingerqta.pern.edu.pk	PK	South_Asia	www.upesh.edu.pk	PK	South_Asia
PK.PINGERQTA.PERN.EDU.N2	IT.INFN.N7	?B	154.641	153.123	155.778	171.615	200.017	194.974	156.545	159.654	153.522	155.02	160.675	157.703	0	159.699	159.163	164.354	157.937	162.106	163.914	149.24	148.409	157.723	150.792	149.978	pingerqta.pern.edu.pk	PK	South_Asia	dxcnaf.cnaf.infn.it	IT	Europe
UK.RL.AC.N1	RU.NSK.N1	?M	0	0	0	112.229	145.647	120.689	125.499	125.234	125.639	127.446	126.443	125.259	125.691	130.437	123.848	114.229	111.331	134.77	143.307	117.373	122.179	123.42	122.864	125.314	icfamon.rl.ac.uk	UK	Europe	rainbow.inp.nsk.su	SU	Russia
PK.PINGERQTA.PERN.EDU.N2	PK.AIRUNIVERSITY.EDU.N2	?M	40.609	33.905	39.986	41.128	40.133	41.661	40.242	40.526	40.201	41.628	42.423	48.064	0	42.704	41.481	42.485	42.502	53.804	41.884	0	41.6	40.883	45.662	40.134	pingerqta.pern.edu.pk	PK	South_Asia	airuniversity.seecs.edu.pk	PK	South_Asia
PK.NU.EDU.N2	EE.UT.N1	?B	176.548	187.149	206.653	186.92	238.001	229.907	188.456	192.169	191.991	195.642	198.591	192.095	179.591	185.8	180.681	183.231	185.085	194.215	190.834	178.206	180.317	180.084	178.817	189.461	pinger.lhr.nu.edu.pk	PK	South_Asia	kadri.ut.ee	EE	East_Europe
PK.KINNAIRD.SEECS.EDU	PK.NCA.EDU.N2	?M	0.799	0.793	0.83	0.885	0.823	0.824	0.837	1.408	1.431	1.421	1.62	1.378	1.359	1.12	1.135	1.12	1.138	1.111	1.112	1.107	0	0	0	1.851	kinnaird.seecs.edu.pk	PK	South_Asia	pinger.nca.edu.pk	PK	South_Asia
PK.USINDH.EDU.N2	CH.CERN.N1	?B	134.747	135.914	138.779	138.381	185.143	177.31	140.468	143.16	140.192	139.651	146.143	146.514	140.312	145.389	141.6	142.942	142.798	154.152	151.92	139.968	137.913	137.468	131.895	137.055	pinger.usindh.edu.pk	PK	South_Asia	ping.cern.ch	CH	Europe
IN.PUNE.CDAC.N2	HN.EDU.UNITEC.N1	?B	290.305	294.673	281.976	0	0	350.703	351.841	353.636	347.316	346.4	348.476	354.722	353.494	297.006	327.422	336.878	336.353	332.737	325.316	331.611	328.011	336.916	339.969	333.422	pinger.cdac.in	IN	South_Asia	www.unitec.edu	EDU	Latin_America
EDU.SLAC.STANFORD.N3	MY.UTM.N1	?r	211.073	207.246	211.76	210.99	211.654	213.403	211.668	210.502	210.598	210.344	211.762	207.869	213.133	208.817	207.582	208.697	208.048	206.823	205.932	211.125	218.282	220.254	221.402	0	pinger.slac.stanford.edu	EDU	North_America	www.utm.my	MY	S.E._Asia
PK.VU.EDU	AM.SCI.N1	?B	0	229.718	265.468	311.961	328.661	287.592	229.687	234.432	229.073	230.276	234.423	236.417	220.06	217.095	220.924	228.725	216.261	230.257	224.334	213.199	217.756	215.459	222.151	246.459	pinger.vu.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.PERNLHRPOP.EDU.N1	SG.SINGAREN.NET.N1	?B	296.861	407.702	323.119	293.363	268.554	295.277	322.84	312.839	313.369	326.344	307.191	303.958	296.67	301.975	295.468	301.272	309.908	318.566	371.444	416.185	397.299	464.519	386.256	417.331	pingerlhr.pern.edu.pk	PK	South_Asia	www.singaren.net.sg	SG	S.E._Asia
EDU.SLAC.STANFORD.N3	JP.U-TOKYO.AC.N3	?r	132.116	131.614	132.775	121.668	119.981	119.062	119.403	120.225	119.258	119.14	157.971	185.904	186.07	186.665	186.364	187.054	187.08	193.836	186.765	186.644	189.162	186.905	186.876	187.636	pinger.slac.stanford.edu	EDU	North_America	www.phys.s.u-tokyo.ac.jp	JP	East_Asia
PK.UOB.EDU.N3	BD.DUET.AC.N1	?B	348.096	321.684	347.231	340.27	332.778	326.802	241.628	368.406	460	313.486	343.728	342.872	395.892	370.972	479.246	681.388	0	0	592.507	0	0	0	0	610.102	pinger.uob.edu.pk	PK	South_Asia	www.duet.ac.bd	BD	South_Asia
EDU.SLAC.STANFORD.N3	RU.MSU.N2	?r	208.488	207.8	206.458	205.627	207.677	208.549	209.365	207.725	212.797	209.027	217.778	218.033	214.621	215.211	214.678	218.358	218.065	217.056	224.821	234.341	226.175	229.747	228.332	227.102	pinger.slac.stanford.edu	EDU	North_America	ns.sinp.msu.ru	RU	Russia
PK.UOB.EDU.N3	LS.LESOTHO.GOV.N1	?B	336.776	345.949	354.816	324.538	322.876	332.916	343.986	331.779	322.632	318.838	321.48	314.518	298.562	312.27	349.929	366.705	348.694	0	353.138	351.876	360.463	364.381	401.148	370.465	pinger.uob.edu.pk	PK	South_Asia	www.lesotho.gov.ls	LS	Africa
PK.ISRA.EDU.N2	MN.MAGIC.N1	?B	379.2	343.151	337.959	378.463	290.653	285.06	386.272	408.261	395.86	430.508	395.963	364.172	396.743	360.316	355.801	366.687	370.352	387.035	375.308	393.834	389.75	378.366	0	514.18	pinger.isra.edu.pk	PK	South_Asia	magic.mn	MN	Central_Asia
PK.CAE.SEECS.EDU	PK.NCP.EDU.N3	?M	64.609	65.117	69.236	69.479	63.997	66.01	62.41	151.301	100.05	65.513	68.141	67.041	68.674	65.287	69.33	68.321	69.995	68.406	65.368	73.226	97.95	139.608	100.132	83.89	cae.seecs.edu.pk	PK	South_Asia	pinger-ncp.ncp.edu.pk	PK	South_Asia
PK.KINNAIRD.SEECS.EDU	PK.NUML.EDU	?M	0	7.439	10.037	10.737	7.053	7.822	14.267	22.725	47.122	47.823	48.201	47.241	47.689	47.306	47.543	36.283	32.949	34.19	33.651	34.933	0	0	0	0	kinnaird.seecs.edu.pk	PK	South_Asia	pinger.numl.edu.pk	PK	South_Asia
RU.NSK.N1	CA.CARLETON.N1	?B	196.417	201.207	199.711	196.887	193.076	199.022	202.481	202.118	208.816	212.517	214.297	212.803	0	205.626	205.509	202.436	191.708	218.432	207.563	199.803	200.002	201.42	214.786	217.806	rainbow.inp.nsk.su	SU	Russia	ftp.physics.carleton.ca	CA	North_America
TW.NCHC.ORG.N2	KE.SWIFTKENYA.COM.N1	?B	427.924	404.195	417.329	0	0	444.99	0	0	0	450.234	456.588	450.693	441.513	441.087	453.481	434.612	454.552	448.763	453.733	454.809	454.727	465.333	465.133	461.849	pinger.nchc.org.tw	TW	East_Asia	ns1.swiftkenya.com	COM	Africa
EDU.SLAC.STANFORD.N3	LK.AC.N1	?r	298.071	297.254	299.155	298.423	297.652	297.385	301.738	319.676	300.541	282.24	280.285	279.15	283.12	276.35	279.171	286.337	280.198	285.759	283.045	276.278	267.137	277.29	394.183	275.716	pinger.slac.stanford.edu	EDU	North_America	www.ac.lk	LK	South_Asia
PK.NCP.EDU.N3	PK.UETTAXILA.EDU.N1	?M	0	0	0	0	0	55.358	54.909	54.891	54.319	54.467	51.685	51.765	53.542	52.84	51.747	55.563	52.987	54.583	55.756	64.746	50.75	50.846	50.489	55.278	pinger-ncp.ncp.edu.pk	PK	South_Asia	pinger.uettaxila.edu.pk	PK	South_Asia
PK.KOHAT.EDU.N2	PK.PINGERLHR-GCU.PERN.EDU	?M	11.495	13.418	18.366	16.59	14.001	11.227	55.872	93.396	129.732	155.229	157.167	126.739	0	49.669	51.603	54.948	53.388	50.13	52.44	67.151	89.666	102.152	114.488	0	pinger.kohat.edu.pk	PK	South_Asia	pingerlhr-gcu.pern.edu.pk	PK	South_Asia
PK.UOB.EDU.N3	RU.NSK.N1	?M	0	0	258.564	276.685	302.608	266.679	272.546	280.126	280.206	259.084	253.33	250.25	242.911	260.82	246.147	243.509	252.485	0	266.892	260.058	262.188	264.173	276.101	288.287	pinger.uob.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
PK.PINGERISL-QAU.PERN.EDU	PK.NCA.EDU.N2	?M	0	7.116	124.219	28.189	28.648	26.362	29.799	18.15	45.167	44.825	0	50.73	0	45.526	46.036	34.225	31.678	30.781	32.523	32.789	32.103	32.42	32.361	32.72	pingerisl-qau.pern.edu.pk	PK	South_Asia	pinger.nca.edu.pk	PK	South_Asia
PK.PINGER.IBA-SUK.EDU	ID.DNET.NET.N1	?B	0	304.599	210.372	169.172	131.609	191.818	209.149	323.498	293.983	367.946	338.231	330.852	339.261	454.311	472.629	382.524	371.383	377.471	262.829	236.141	0	0	0	0	pinger.iba-suk.edu.pk	PK	South_Asia	speedtest.sby.dnet.net.id	ID	S.E._Asia
PK.PINGERKHI-CPSP.PERN.EDU	MR.AFE.N1	?B	268.165	359.641	321.693	288.111	384.196	338.094	391.545	371.504	363.758	360.342	276.032	256.267	291.166	332.922	343.007	399.781	534.428	517.923	342.764	418.494	386.242	403.239	417.77	235.346	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	www.afe.mr	MR	Africa
PK.KOHAT.EDU.N2	PK.PERNLHRPOP.EDU.N1	?M	10.506	12.955	14.798	16.887	23.808	11.021	41.17	77.983	130.273	101.333	87.248	124.574	0	50.593	50.563	50.851	52.216	49.836	52.029	64.578	93.075	100.951	102.889	101.153	pinger.kohat.edu.pk	PK	South_Asia	pingerlhr.pern.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	AL.ALBANIAONLINE.NET.N1	?B	179.222	186.717	201.301	202.377	220.274	222.818	209.907	199.257	213.979	174.64	187.477	177.838	172.37	192.288	174.279	188.33	175.82	206.775	220.003	222.293	236.4	184.733	155.061	189.304	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	aol1.albaniaonline.net	NET	Balkans
IT.ICTP.N1	MR.AFE.N1	?B	177.884	239.628	217.812	179.704	234.825	182.603	300.251	269.583	233.495	255.86	161.969	142.931	206.942	318.264	287.711	357.846	425.939	348.734	226.832	442.013	307.695	305.725	245.945	225.923	pinger.ictp.it	IT	Europe	www.afe.mr	MR	Africa
PK.SEECS.EDU.N6	AL.ALBANIAONLINE.NET.N1	?B	262.094	239.559	233.73	219.68	240.326	211.789	198.34	209.999	217.019	196.041	194.96	195.629	200.163	198.686	170.042	178.894	176.948	187.279	237.149	221.982	335.732	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	aol1.albaniaonline.net	NET	Balkans
PK.UOB.EDU.N3	RU.ITEP.N1	?B	207.115	212.045	209.969	216.447	256.174	237.591	210.179	219.175	212.357	198.918	205.466	207.857	206.442	216.933	200.973	205.473	199.754	0	209.866	200.203	221.075	208.696	199.253	210.852	pinger.uob.edu.pk	PK	South_Asia	mctest.itep.ru	RU	Russia
ZA.TENET.AC.N1	EDU.CORNELL.N2	?r	339.167	324.432	320.231	320.01	322.405	318.28	311.456	320.073	314.015	312.303	451.486	353.279	375.035	391.996	351.086	352.985	348.349	382.087	370.218	392.439	386.07	395.269	383.97	408.352	brunsvigia.tenet.ac.za	ZA	Africa	lns62.lns.cornell.edu	EDU	North_America
PK.NUML.EDU	EE.UT.N1	?B	0	266.081	303.958	278.622	424.241	238.552	185.6	189.956	188.7	190.855	197.143	192.968	185.745	192.17	199.786	266.223	265.594	268.853	276.377	265.572	348.961	278.316	271.805	273.302	pinger.numl.edu.pk	PK	South_Asia	kadri.ut.ee	EE	East_Europe
PK.AUP.SEECS.EDU	PK.NEDUET.EDU.N1	?M	27.359	28.143	29.594	30.236	27.062	28.93	29.58	29.595	0	29.83	30.117	30.57	34.74	42.792	33.069	28.757	28.857	28.919	29.052	28.575	27.714	27.327	28.48	29.534	aup.seecs.edu.pk	PK	South_Asia	npm.neduet.edu.pk	PK	South_Asia
PK.NWFPUET.EDU.N1	PY.WWW.UNA.N1	?B	426.578	423.771	423.116	425.526	439.034	439.642	441.722	450.797	461.866	442.598	452.161	467.079	430.189	436.865	440.9	458.398	464.015	456.666	445.302	442.573	441.353	438.519	417.601	451.062	pinger.nwfpuet.edu.pk	PK	South_Asia	www.una.py	PY	Latin_America
PK.KINNAIRD.SEECS.EDU	PK.COMSATS.EDU.N2	?M	50.609	59.448	62.49	52.384	51.686	50.137	51.846	52.757	53.089	55.195	55.508	62.327	53.397	52.115	52.057	52.921	52.54	53.808	51.817	54.65	0	0	0	57.863	kinnaird.seecs.edu.pk	PK	South_Asia	pinger.comsats.edu.pk	PK	South_Asia
PK.PINGERLHR-GCU.PERN.EDU	CM.CAMNET.N1	?B	0	0	280.278	310.527	408.604	323.666	274.035	302.421	316.561	319.478	282.09	291.233	274.547	282.706	297.176	286.788	350.47	379.632	427.072	369.698	299.905	294.084	271.358	0	pingerlhr-gcu.pern.edu.pk	PK	South_Asia	www.camnet.cm	CM	Africa
PK.PINGERISL-QAU.PERN.EDU	PK.USINDH.EDU.N2	?M	0	27.363	32.191	30.934	27.954	28.074	27.365	28.207	28.365	29.207	0	32.775	0	31.435	31.634	31.194	35.205	29.142	31.098	31.901	29.175	63.712	56.951	33.914	pingerisl-qau.pern.edu.pk	PK	South_Asia	pinger.usindh.edu.pk	PK	South_Asia
PK.PINGERLHR-PU.PERN.EDU	SN.COLLEGE.EDU.N1	?B	212.742	220.959	241.583	214.919	227.161	249.351	212.343	231.92	237.703	228.958	228.61	221.114	213.967	221.736	235.519	246.612	245.835	244.507	234.173	239.631	211.393	214.865	211.016	0	pingerlhr-pu.pern.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
JP.RIKEN.N3	GR.UOA.N1	?r	325.649	323.939	321.366	316.315	307.899	310.126	315.708	317.335	316.393	314.951	315.356	317.251	315.496	317.987	317.193	317.483	314.283	317.028	313.048	311.81	314.573	312.493	310.24	308.198	ping.riken.jp	JP	East_Asia	www.uoa.gr	GR	Balkans
PK.AIRUNIVERSITY.EDU.N2	LT.MII.N1	?B	367.407	363.173	390.123	386.444	566.148	252.086	210.513	214.573	202.702	201.482	204.375	202.253	199.089	202.7	233.155	289.719	333.852	355.83	358.286	0	383.443	281.578	268.637	376.915	airuniversity.seecs.edu.pk	PK	South_Asia	julius.ktl.mii.lt	LT	Balkans
PK.UET.EDU.N2	LK.LEARN.AC.N1	?B	304.539	337.86	371.296	229.2	200.576	320.753	289.062	304.446	306.689	336.066	295.777	246.817	227.146	269.211	264.572	201.494	233.6	336.003	324.404	218.783	202.279	241.961	235.479	229.772	pinger.uet.edu.pk	PK	South_Asia	namunu.learn.ac.lk	LK	South_Asia
PK.NWFPUET.EDU.N1	PK.AIRUNIVERSITY.EDU.N2	?M	6.232	6.001	6.04	5.899	6.034	5.877	5.602	4.638	4.851	4.726	51.269	58.209	51.711	53.745	56.629	52.69	54.509	54.421	52.942	0	52.564	50.621	51.593	51.76	pinger.nwfpuet.edu.pk	PK	South_Asia	airuniversity.seecs.edu.pk	PK	South_Asia
EDU.SLAC.STANFORD.N3	FR.SPEEDTEST.SNSCI.NET.N1	?r	145.327	146.59	147.662	148.123	148.55	148.036	158.339	157.306	159.204	155.432	160.844	159.994	166.429	162.797	159.42	160.334	159.254	157.469	160.282	174.414	187.026	188.356	182.3	164.315	pinger.slac.stanford.edu	EDU	North_America	speedtest-roubaix.snsci.net	NET	Europe
PK.NCP.EDU.N3	PY.WWW.UNA.N1	?B	410.522	408.606	411.568	428.923	432.765	452.166	447.562	460.604	448.285	431.354	427.454	429.055	431.212	435.457	433.45	459.139	465.698	437.906	462.722	448.386	441.86	452.062	467.098	473.612	pinger-ncp.ncp.edu.pk	PK	South_Asia	www.una.py	PY	Latin_America
EDU.SLAC.STANFORD.N3	EDU.DUKE.N1	?r	73.149	73.113	73.604	74.66	74.345	74.626	75.024	74.442	73.733	74.341	81.35	80.688	80.702	80.478	79.767	81.757	83.668	81.781	81.874	81.732	81.82	82.366	82.88	83.198	pinger.slac.stanford.edu	EDU	North_America	phy.duke.edu	EDU	North_America
PK.PINGERQTA.PERN.EDU.N2	AM.SCI.N1	?B	0	222.657	256.352	307.092	347.188	253.157	221.178	228.669	213.809	215.032	222.322	225.71	0	217.706	219.022	221.237	222.99	224.577	228.94	209.284	205.158	213.281	218.683	233.903	pingerqta.pern.edu.pk	PK	South_Asia	www.sci.am	AM	Central_Asia
PK.AIRUNIVERSITY.EDU.N2	PK.KINNAIRD.SEECS.EDU	?M	7.822	8.09	10.555	10.99	8.282	8.396	13.578	26.042	46.929	46.838	47.491	47.854	49.144	49.135	43.998	31.736	32.051	32.411	33.372	0	0	0	0	0	airuniversity.seecs.edu.pk	PK	South_Asia	kinnaird.seecs.edu.pk	PK	South_Asia
IT.ICTP.N1	AU.AARNET.CANBERRA.NET	?B	356.68	354.993	358.412	299.434	334.68	351.134	347.591	334.4	296.024	296.229	332.367	304.802	308.032	303.608	304.409	308.018	305.88	304.931	304.006	305.974	306.864	306.975	308.58	306.132	pinger.ictp.it	IT	Europe	cbr-a-ext1.aarnet.net.au	AU	Oceania
PK.UETTAXILA.EDU.N1	PK.USINDH.EDU.N2	?M	29.823	31.264	50.323	46.325	0	32.11	31.678	31.408	32.011	31.487	31.081	32.184	33.44	32.623	32.544	32.756	32.756	32.069	33.425	33.189	33.111	33.128	0	0	pinger.uettaxila.edu.pk	PK	South_Asia	pinger.usindh.edu.pk	PK	South_Asia
PK.PINGERKHI-UOK.PERN.EDU	HU.KFKI.N1	?B	149.43	149.42	151.815	163.825	209.943	244.943	158.457	165.579	165.06	161.415	152.825	147.699	145.245	155.183	147.287	146.633	147.642	149.066	150.672	146.789	153.087	157.058	152.07	155.101	pingerkhi-uok.pern.edu.pk	PK	South_Asia	ping.rmki.kfki.hu	HU	Europe
PK.CAE.SEECS.EDU	PH.USEP.EDU.N1	?B	342.479	380.119	428.566	444.143	332.175	407.865	447.874	592.177	547.676	488.273	474.253	477.161	474.536	514.81	499.696	464.471	354.499	301.247	292.626	279.205	324.436	0	0	0	cae.seecs.edu.pk	PK	South_Asia	www.usep.edu.ph	PH	S.E._Asia
PK.NCP.EDU.N3	SV.RED.N1	?B	366.855	335.331	338.556	300.677	354.752	350.302	337.335	357.808	366.161	387.931	361.868	355.438	368.235	349.643	302.472	329.253	365.91	395.84	356.908	340.631	315.351	337.023	347.358	340.387	pinger-ncp.ncp.edu.pk	PK	South_Asia	cir.red.sv	SV	Latin_America
PK.PERNFSBDPOP.EDU.N1	PK.PINGER.IBA-SUK.EDU	?M	0	37.089	39.573	36.753	0	0	0	34.213	48.634	67.207	61.194	63.916	67.579	51.341	70.15	83.617	88.064	76.416	85.98	77.035	76.004	76.382	79.368	75.722	pingerfsbd.pern.edu.pk	PK	South_Asia	pinger.iba-suk.edu.pk	PK	South_Asia
PK.PINGERISL-QAU.PERN.EDU	PK.PERNFSBDPOP.EDU.N1	?M	0	11.813	47.505	46.531	0	0	48.304	44.336	44.584	45.806	0	47.162	0	46.305	47.264	46.912	46.29	45.763	47.238	47.255	46.489	45.65	49.47	48.79	pingerisl-qau.pern.edu.pk	PK	South_Asia	pingerfsbd.pern.edu.pk	PK	South_Asia
CA.CARLETON.N2	EDU.CALTECH.N1	?r	94.37	95.157	117.068	96.058	95.917	96.136	95.996	95.34	95.127	0	0	0	95.618	95.402	95.458	97.48	96.012	93.612	90.297	90.425	90.408	91.773	90.73	90.925	netmon.physics.carleton.ca	CA	North_America	pinger.hep.caltech.edu	EDU	North_America
EDU.SLAC.STANFORD.N3	SG.SINGAREN.NET.N1	?B	193.608	193.056	191.92	191.963	194.32	192.739	193.257	193.31	193.971	195.415	197.729	192.848	192.711	192.553	192.55	194.923	193.907	196.639	202.651	192.439	192.473	210.744	209.424	194.675	pinger.slac.stanford.edu	EDU	North_America	www.singaren.net.sg	SG	S.E._Asia
TW.NCHC.ORG.N2	PY.WWW.UNA.N1	?B	423.904	400.287	381.495	0	0	384.479	0	0	0	375.249	373.991	369.473	369.19	371.398	373.742	367.435	360.008	363.003	365.574	375.233	368.105	374.396	390.827	498.642	pinger.nchc.org.tw	TW	East_Asia	www.una.py	PY	Latin_America
GOV.FNAL.N10	DE.MPG.N1	?r	124.901	122.772	125.915	120.94	121.152	126.112	120.966	120.75	120.67	120.506	122.053	121.442	121.096	121.77	121.232	125.929	129.442	123.141	123.244	128.096	126.111	132.042	122.505	122.41	hepnrc.hep.net	NET	North_America	www.mppmu.mpg.de	DE	Europe
PK.AIOU.EDU.N2	ZA.TENET.AC.N1	?M	0	463.913	468.94	474.609	634.448	427.918	391.423	393.655	423.044	459.366	574.415	428.094	441.937	463.891	423.251	503.434	497.857	564.729	540.756	536.996	502.806	511.342	506.823	527.786	pinger.aiou.edu.pk	PK	South_Asia	brunsvigia.tenet.ac.za	ZA	Africa
GOV.ESNET.NOC.N4	TN.GNET.N1	?B	212.463	205.866	212.835	208.165	196.475	193.657	195.597	192.103	196.411	201.13	205.375	205.52	204.226	204.563	208.463	210.655	205.386	206.94	203.917	203.163	203.852	184.422	184.228	182.735	pinger.es.net	NET	North_America	mail.gnet.tn	TN	Africa
